source_system;project_id;project_name;subject;body;comment
evdi;811DC8A3-C453-48A0-82DD-58DF3AD52A6D;Am Akkonplatz;Wie hoch ist die Rendite beim Projekt Am Akkonplatz?;Welche Rendite kann ich bei einer Investition in das Projekt Am Akkonplatz erwarten? Gibt es eine Prognose, wie sich die Verzinsung über die Laufzeit entwickeln könnte?;
evdi;811DC8A3-C453-48A0-82DD-58DF3AD52A6D;Am Akkonplatz;Am Akkonplatz – Welche Vorteile habe ich durch ein Investment?;Welche besonderen Vorteile ergeben sich durch ein Investment im Projekt Am Akkonplatz? Gibt es spezielle Konditionen für frühe Investoren?;
evdi;811DC8A3-C453-48A0-82DD-58DF3AD52A6D;Am Akkonplatz;Wann beginnt die Auszahlung der Zinsen?;Ich möchte wissen, ab wann die Verzinsung meines Investments im Projekt Am Akkonplatz beginnt und in welchen Abständen die Zinsen ausgezahlt werden.;
evdi;83FF1D1C-6A7F-45BB-ADFF-0E42C26463A4;Berliner Flair in Friedrichshain;Fragen zur Sicherheit des Berliner Flair in Friedrichshain Projekts;Sehr geehrte Damen und Herren, ich interessiere mich für eine Investition in dieses spannende Projekt und hätte einige Fragen bezüglich der Sicherheitsaspekte. Wie wird das Risiko für Investoren minimiert? Gibt es Absicherungen im Falle unvorhergesehener Verzögerungen oder Komplikationen? Welche Maßnahmen werden ergriffen, um die Rentabilität des Projekts zu gewährleisten? Ich würde mich über detaillierte Informationen zu diesen Punkten sehr freuen, da sie für meine Investitionsentscheidung von großer Bedeutung sind.;
evdi;83FF1D1C-6A7F-45BB-ADFF-0E42C26463A4;Berliner Flair in Friedrichshain;Renditeerwartungen und Laufzeit des Berliner Flair in Friedrichshain Projekts;Guten Tag, ich habe großes Interesse an einer Beteiligung an Ihrem Projekt und würde gerne mehr über die finanziellen Aspekte erfahren. Wie hoch ist die erwartete Rendite für Investoren? Über welchen Zeitraum erstreckt sich die Projektlaufzeit und wann ist mit den ersten Ausschüttungen zu rechnen? Gibt es Möglichkeiten, frühzeitig aus dem Investment auszusteigen, falls nötig? Ihre Antworten auf diese Fragen würden mir sehr bei meiner Entscheidungsfindung helfen.;
evdi;83FF1D1C-6A7F-45BB-ADFF-0E42C26463A4;Berliner Flair in Friedrichshain;Infrastruktur und Nachhaltigkeit des Friedrichshainer Projekts;Sehr geehrtes Projektteam, ich beschäftige mich intensiv mit nachhaltigen Investments und habe einige Fragen zu Ihrem Projekt 'Berliner Flair in Friedrichshain'. Welche Maßnahmen zur Nachhaltigkeit und Energieeffizienz sind geplant? Wie wird die Infrastruktur in der Umgebung durch das Projekt beeinflusst oder verbessert? Gibt es Pläne für die Integration erneuerbarer Energien oder innovative Mobilitätskonzepte? Ich würde mich über ausführliche Informationen zu diesen Aspekten sehr freuen.;
evdi;83FF1D1C-6A7F-45BB-ADFF-0E42C26463A4;Berliner Flair in Friedrichshain;Detaillierte Informationen zur Investitionsstruktur gesucht;Liebe Projektverantwortliche, ich interessiere mich für eine Investition in das Berliner Flair in Friedrichshain Projekt und hätte dazu einige spezifische Fragen. Wie ist die Investitionsstruktur aufgebaut? Gibt es verschiedene Beteiligungsklassen mit unterschiedlichen Rechten oder Renditen? Wie werden die Gewinne zwischen den Investoren und dem Projektentwickler aufgeteilt? Ich wäre Ihnen für eine detaillierte Erläuterung sehr dankbar, da dies für meine Investitionsentscheidung von großer Bedeutung ist.;
evdi;83FF1D1C-6A7F-45BB-ADFF-0E42C26463A4;Berliner Flair in Friedrichshain;Fragen zur rechtlichen Struktur und steuerlichen Aspekten;Sehr geehrte Damen und Herren, als potenzieller Investor in Ihr Projekt 'Berliner Flair in Friedrichshain' habe ich einige Fragen zu den rechtlichen und steuerlichen Rahmenbedingungen. Wie ist die rechtliche Struktur des Investments gestaltet? Welche steuerlichen Aspekte müssen Investoren berücksichtigen? Gibt es Möglichkeiten zur steuerlichen Optimierung? Ich wäre Ihnen für eine ausführliche Erläuterung dieser Punkte sehr dankbar, da sie für meine Investitionsentscheidung von großer Relevanz sind.;
evdi;83FF1D1C-6A7F-45BB-ADFF-0E42C26463A4;Berliner Flair in Friedrichshain;Ausstiegsmöglichkeiten und Liquidität beim Berliner Flair Projekt;Guten Tag, ich erwäge eine Investition in das Berliner Flair in Friedrichshain Projekt und hätte dazu einige Fragen bezüglich der Flexibilität und Liquidität. Welche Möglichkeiten gibt es, vor Ende der Laufzeit aus dem Investment auszusteigen? Existiert ein Sekundärmarkt für Anteile? Wie wird die Liquidität während der Projektlaufzeit sichergestellt? Ihre Antworten auf diese Fragen sind für meine Entscheidungsfindung von großer Bedeutung.;
evdi;E6EA9000-8561-4F86-8795-A60032F239F4;DFI Zukunftspark Oberfranken IV;Renditeaussichten für DFI Zukunftspark Oberfranken IV;Sehr geehrte Damen und Herren, ich interessiere mich für eine Investition in Ihr Projekt und hätte dazu einige Fragen bezüglich der zu erwartenden Rendite. Wie hoch ist die prognostizierte jährliche Rendite? Gibt es Unterschiede in der Renditeerwartung je nach Investitionshöhe oder -zeitpunkt? Wie werden die Gewinne zwischen den Investoren und dem Projektentwickler aufgeteilt? Ich wäre Ihnen für eine detaillierte Aufschlüsselung der Renditechancen sehr dankbar, da dies für meine Investitionsentscheidung von großer Bedeutung ist.;
evdi;E6EA9000-8561-4F86-8795-A60032F239F4;DFI Zukunftspark Oberfranken IV;Sicherheitsaspekte und Risikoabsicherung im Oberfranken Projekt;Guten Tag, als potenzieller Investor möchte ich mehr über die Sicherheitsaspekte und Risikoabsicherung des DFI Zukunftspark Oberfranken IV erfahren. Welche Maßnahmen werden ergriffen, um das Investitionsrisiko zu minimieren? Gibt es Garantien oder Versicherungen, die das eingesetzte Kapital schützen? Wie wird mit möglichen Verzögerungen oder unvorhergesehenen Problemen umgegangen? Ihre Antworten auf diese Fragen sind für meine Entscheidungsfindung von großer Wichtigkeit.;
evdi;E6EA9000-8561-4F86-8795-A60032F239F4;DFI Zukunftspark Oberfranken IV;Fragen zur Projektlaufzeit und Auszahlungsmodalitäten;Sehr geehrtes Projektteam, ich habe einige Fragen bezüglich der zeitlichen Aspekte und Auszahlungsmodalitäten des Investments. Wie lange ist die geplante Laufzeit des Projekts 'DFI Zukunftspark Oberfranken IV'? Ab wann können Investoren mit den ersten Ausschüttungen rechnen? Gibt es einen festen Auszahlungsplan oder sind die Zahlungen an bestimmte Meilensteine geknüpft? Ich würde mich über detaillierte Informationen zu diesen Punkten sehr freuen, da sie für meine Investitionsplanung von großer Bedeutung sind.;
evdi;E6EA9000-8561-4F86-8795-A60032F239F4;DFI Zukunftspark Oberfranken IV;Infrastrukturelle Bedeutung und regionale Entwicklung;Liebe Projektverantwortliche, ich interessiere mich für die infrastrukturelle Bedeutung des DFI Zukunftspark Oberfranken IV und hätte dazu einige Fragen. Welchen Einfluss wird das Projekt auf die regionale Entwicklung haben? Sind Arbeitsplätze oder wirtschaftliche Impulse für die Region zu erwarten? Wie fügt sich das Projekt in bestehende Infrastrukturen ein und welche Synergien ergeben sich daraus? Ihre Antworten würden mir helfen, die langfristige Perspektive des Investments besser einzuschätzen.;
evdi;E6EA9000-8561-4F86-8795-A60032F239F4;DFI Zukunftspark Oberfranken IV;Nachhaltigkeitsaspekte des DFI Zukunftspark Oberfranken IV;Sehr geehrte Damen und Herren, als umweltbewusster Investor interessiere ich mich besonders für die Nachhaltigkeitsaspekte des DFI Zukunftspark Oberfranken IV. Welche Maßnahmen zur Energieeffizienz und Ressourcenschonung sind geplant? Gibt es Bestrebungen, erneuerbare Energien zu nutzen oder innovative Umwelttechnologien einzusetzen? Wie wird das Projekt zur nachhaltigen Entwicklung der Region beitragen? Ich wäre Ihnen für ausführliche Informationen zu diesen Punkten sehr dankbar.;
evdi;E6EA9000-8561-4F86-8795-A60032F239F4;DFI Zukunftspark Oberfranken IV;Rechtliche und steuerliche Fragen zum DFI Zukunftspark Oberfranken IV;Guten Tag, ich habe einige Fragen zu den rechtlichen und steuerlichen Aspekten einer Investition in den DFI Zukunftspark Oberfranken IV. Wie ist die rechtliche Struktur des Investments aufgebaut? Welche steuerlichen Konsequenzen ergeben sich für Investoren? Gibt es Möglichkeiten zur steuerlichen Optimierung oder besondere Abschreibungsmodelle? Ihre Antworten auf diese Fragen sind für meine Investitionsentscheidung von großer Bedeutung und ich wäre Ihnen für eine detaillierte Erläuterung sehr dankbar.;
evdi;4973E74A-E88E-4E1B-B534-36615368D4A6;Tonhallen-Passage II;Investitionsmöglichkeiten bei der Tonhallen-Passage II;Sehr geehrte Damen und Herren, ich interessiere mich für eine Investition in Ihr Projekt Tonhallen-Passage II und hätte dazu einige Fragen. Welche Mindestinvestitionssumme ist erforderlich? Gibt es verschiedene Investitionsklassen mit unterschiedlichen Konditionen? Wie wird die Rendite berechnet und wann ist mit den ersten Ausschüttungen zu rechnen? Ich wäre Ihnen für detaillierte Informationen zu diesen Punkten sehr dankbar, da sie für meine Investitionsentscheidung von großer Bedeutung sind.;
evdi;4973E74A-E88E-4E1B-B534-36615368D4A6;Tonhallen-Passage II;Sicherheitsaspekte und Risikoabsicherung des Projekts;Guten Tag, als potenzieller Investor möchte ich mehr über die Sicherheitsaspekte und Risikoabsicherung der Tonhallen-Passage II erfahren. Welche Maßnahmen werden ergriffen, um das Investitionsrisiko zu minimieren? Gibt es Garantien oder Versicherungen, die das eingesetzte Kapital schützen? Wie wird mit möglichen Verzögerungen oder unvorhergesehenen Problemen umgegangen? Ihre Antworten auf diese Fragen sind für meine Entscheidungsfindung von großer Wichtigkeit.;
evdi;4973E74A-E88E-4E1B-B534-36615368D4A6;Tonhallen-Passage II;Fragen zur Projektdauer und Auszahlungsmodalitäten;Sehr geehrtes Projektteam, ich habe einige Fragen bezüglich der zeitlichen Aspekte und Auszahlungsmodalitäten des Investments in die Tonhallen-Passage II. Wie lange ist die geplante Laufzeit des Projekts? Ab wann können Investoren mit den ersten Ausschüttungen rechnen? Gibt es einen festen Auszahlungsplan oder sind die Zahlungen an bestimmte Meilensteine geknüpft? Ich würde mich über detaillierte Informationen zu diesen Punkten sehr freuen, da sie für meine Investitionsplanung von großer Bedeutung sind.;
evdi;4973E74A-E88E-4E1B-B534-36615368D4A6;Tonhallen-Passage II;Nachhaltigkeitskonzept und energetische Sanierung;Liebe Projektverantwortliche, als umweltbewusster Investor interessiere ich mich besonders für die Nachhaltigkeitsaspekte der Tonhallen-Passage II. Welche Maßnahmen zur Energieeffizienz und Ressourcenschonung sind geplant? Gibt es Bestrebungen, erneuerbare Energien zu nutzen oder innovative Umwelttechnologien einzusetzen? Wie wird das Projekt zur nachhaltigen Entwicklung der Stadt beitragen? Ich wäre Ihnen für ausführliche Informationen zu diesen Punkten sehr dankbar.;
evdi;4973E74A-E88E-4E1B-B534-36615368D4A6;Tonhallen-Passage II;Rechtliche Struktur und steuerliche Aspekte der Tonhallen-Passage II;Sehr geehrte Damen und Herren, ich habe einige Fragen zu den rechtlichen und steuerlichen Aspekten einer Investition in die Tonhallen-Passage II. Wie ist die rechtliche Struktur des Investments aufgebaut? Welche steuerlichen Konsequenzen ergeben sich für Investoren? Gibt es Möglichkeiten zur steuerlichen Optimierung oder besondere Abschreibungsmodelle? Ihre Antworten auf diese Fragen sind für meine Investitionsentscheidung von großer Bedeutung und ich wäre Ihnen für eine detaillierte Erläuterung sehr dankbar.;
evdi;35F259F1-4160-4768-9C7A-9ECBDA485BA0;DFI Zukunftspark Nordbayern III;Sicherheit und Rendite beim DFI Zukunftspark Nordbayern III;Sehr geehrte Damen und Herren, ich interessiere mich für eine Investition in dieses vielversprechende Projekt und hätte einige Fragen bezüglich der Sicherheit und Rendite. Wie wird das Risiko für Investoren minimiert? Gibt es Absicherungen im Falle unvorhergesehener Verzögerungen oder Komplikationen? Welche Rendite kann ich bei diesem Investment erwarten und wie wird diese berechnet? Gibt es eine Prognose für die Entwicklung der Verzinsung über die Laufzeit? Ich würde mich über detaillierte Informationen zu diesen Punkten sehr freuen, da sie für meine Investitionsentscheidung von großer Bedeutung sind.;
evdi;35F259F1-4160-4768-9C7A-9ECBDA485BA0;DFI Zukunftspark Nordbayern III;Laufzeit und Auszahlungsmodalitäten des DFI Zukunftspark Nordbayern III;Guten Tag, ich habe großes Interesse an einer Beteiligung an Ihrem Projekt und würde gerne mehr über die zeitlichen Aspekte erfahren. Wie lange ist die geplante Laufzeit des Investments? Ab wann beginnt die Verzinsung und in welchen Intervallen werden die Zinsen ausgezahlt? Gibt es die Möglichkeit, vor Ende der Laufzeit aus dem Investment auszusteigen, falls nötig? Wann ist mit der Rückzahlung des investierten Kapitals zu rechnen? Ihre Antworten auf diese Fragen würden mir sehr bei meiner Entscheidungsfindung helfen.;
evdi;35F259F1-4160-4768-9C7A-9ECBDA485BA0;DFI Zukunftspark Nordbayern III;Fragen zur Finanzierungsstruktur und Mindestbeteiligung;Sehr geehrtes Projektteam, ich beschäftige mich intensiv mit Crowdinvesting-Möglichkeiten und habe einige Fragen zu Ihrem Projekt DFI Zukunftspark Nordbayern III. Wie ist die Finanzierungsstruktur aufgebaut? Gibt es verschiedene Beteiligungsklassen mit unterschiedlichen Rechten oder Renditen? Welche Mindestbeteiligung ist erforderlich, um in das Projekt zu investieren? Wie werden die Gewinne zwischen den Investoren und dem Projektentwickler aufgeteilt? Ich würde mich über ausführliche Informationen zu diesen Aspekten sehr freuen, da sie für meine Investitionsentscheidung von großer Relevanz sind.;
evdi;35F259F1-4160-4768-9C7A-9ECBDA485BA0;DFI Zukunftspark Nordbayern III;Infrastrukturelle Bedeutung und wirtschaftliche Perspektiven;Liebe Projektverantwortliche, als potenzieller Investor interessiere ich mich besonders für die infrastrukturelle Bedeutung und die wirtschaftlichen Perspektiven des DFI Zukunftspark Nordbayern III. Welchen Einfluss wird das Projekt auf die regionale Entwicklung haben? Sind neue Arbeitsplätze oder wirtschaftliche Impulse für die Region zu erwarten? Wie fügt sich das Projekt in bestehende Infrastrukturen ein und welche Synergien ergeben sich daraus? Gibt es bereits Interessenten oder Mietverträge für die geplanten Flächen? Ihre Antworten würden mir helfen, die langfristige Perspektive und das Potenzial des Investments besser einzuschätzen.;
